title,id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,post_type_id,score,tags,view_count
Where do I run this AWS rekognition code and do I need to install anything else? What result will I get?,53464278,Where do I run this AWS rekognition code and do I need to install anything else? What result will I get?,"<p>`<br>
     import boto3</p>

<pre><code> if __name__ == ""__main__"":

    bucket='random_name'
    photo='b4.png'

    client=boto3.client('rekognition')


    response=client.detect_text(Image={'S3Object': 
    {'random_name':bucket,'b4.png':photo}})


    textDetections=response['TextDetections']
    print(response)
    print('Matching faces')
    for text in textDetections:
         print('Detected text:' + text['DetectedText'])
         print('Confidence: ' + ""{:.2f}"".format(text['Confidence']) + ""%"")
         print('Id: {}'.format(text['Id']))
         if 'ParentId' in text:
               print('Parent Id: {}'.format(text['ParentId']))
               print('Type:' + text['Type'])
               print()`
</code></pre>

<p>This is the code recognizing images(OCR) yet I do not know where I should paste this code to run. Do I run this in Jupyter notebooks and would I need to install extra things? Do I run it in the Anaconda Prompt? I've tried both. In Jupyter, I get an error: |ParamValidationError: Parameter validation failed: Unknown parameter in Image.S3Object: ""random_name"", must be one of: Bucket, Name, Version Unknown parameter in Image.S3Object: ""b4.png"", must be one of: Bucket, Name, Version| and Anaconda prompt has much more errors. I've installed AWS already and curious whether there is more to install. It would be greatly appreciated if anyone helped me.</p>",,1,0,,2018-11-25 02:57:13.390 UTC,,2018-11-25 05:10:29.937 UTC,,,,,10700690,1,-1,python|amazon-web-services|machine-learning|ocr,29
Why is Google PDF DOCUMENT_TEXT_DETECTION API much slower than Google JPG DOCUMENT_TEXT_DETECTION API,56213065,Why is Google PDF DOCUMENT_TEXT_DETECTION API much slower than Google JPG DOCUMENT_TEXT_DETECTION API,"<p>I noticed the Google Vision PDF OCR DOCUMENT_TEXT_DETECTION takes about 15 seconds to detect a single PDF page <a href=""https://cloud.google.com/vision/docs/pdf"" rel=""nofollow noreferrer"">https://cloud.google.com/vision/docs/pdf</a>. <br/>
But if I submit the same PDF page as JPG it takes less than 3seconds to detect texts <a href=""https://cloud.google.com/vision/docs/detecting-fulltext"" rel=""nofollow noreferrer"">https://cloud.google.com/vision/docs/detecting-fulltext</a> </p>

<p>I used the code provided here (C#)<a href=""https://cloud.google.com/vision/docs/pdf#vision-pdf-detection-gcs-csharp"" rel=""nofollow noreferrer"">https://cloud.google.com/vision/docs/pdf#vision-pdf-detection-gcs-csharp</a></p>

<p>I noticed it takes about 15 seconds for the following line of code to say all text in PDF is detected and saved to gsBucket
<code>operation.PollUntilCompleted();</code></p>

<ul>
<li>My GsBucket is ""Multi-Regional Storage"" US</li>
<li>I'm also uploading from a US location</li>
</ul>

<p>I was wondering what else I can do to speed up the process or this is expected?</p>",,0,5,,2019-05-20 00:24:12.510 UTC,,2019-05-20 00:44:57.730 UTC,2019-05-20 00:44:57.730 UTC,,11525519,,11525519,1,1,c#|asp.net|google-cloud-platform|google-api|google-vision,68
Multiprocessing causes Python to crash and gives an error may have been in progress in another thread when fork() was called,50168647,Multiprocessing causes Python to crash and gives an error may have been in progress in another thread when fork() was called,"<p>I am relatively new to Python and trying to implement a Multiprocessing module for my for loop.</p>

<p>I have an array of Image url's stored in img_urls which I need to download and apply some Google vision.</p>

<pre><code>if __name__ == '__main__':

    img_urls = [ALL_MY_Image_URLS]
    runAll(img_urls)
    print(""--- %s seconds ---"" % (time.time() - start_time)) 
</code></pre>

<p>This is my runAll() method</p>

<pre><code>def runAll(img_urls):
    num_cores = multiprocessing.cpu_count()

    print(""Image URLS  {}"",len(img_urls))
    if len(img_urls) &gt; 2:
        numberOfImages = 0
    else:
        numberOfImages = 1

    start_timeProcess = time.time()

    pool = multiprocessing.Pool()
    pool.map(annotate,img_urls)
    end_timeProcess = time.time()
    print('\n Time to complete ', end_timeProcess-start_timeProcess)

    print(full_matching_pages)


def annotate(img_path):
    file =  requests.get(img_path).content
    print(""file is"",file)
    """"""Returns web annotations given the path to an image.""""""
    print('Process Working under ',os.getpid())
    image = types.Image(content=file)
    web_detection = vision_client.web_detection(image=image).web_detection
    report(web_detection)
</code></pre>

<p>I am getting this as the warning when I run it and python crashes</p>

<pre><code>objc[67570]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called.
objc[67570]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called. We cannot safely call it or ignore it in the fork() child process. Crashing instead. Set a breakpoint on objc_initializeAfterForkError to debug.
objc[67567]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called.
objc[67567]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called. We cannot safely call it or ignore it in the fork() child process. Crashing instead. Set a breakpoint on objc_initializeAfterForkError to debug.
objc[67568]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called.
objc[67568]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called. We cannot safely call it or ignore it in the fork() child process. Crashing instead. Set a breakpoint on objc_initializeAfterForkError to debug.
objc[67569]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called.
objc[67569]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called. We cannot safely call it or ignore it in the fork() child process. Crashing instead. Set a breakpoint on objc_initializeAfterForkError to debug.
objc[67571]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called.
objc[67571]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called. We cannot safely call it or ignore it in the fork() child process. Crashing instead. Set a breakpoint on objc_initializeAfterForkError to debug.
objc[67572]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called.
objc[67572]: +[__NSPlaceholderDate initialize] may have been in progress in another thread when fork() was called. We cannot safely call it or ignore it in the fork() child process. Crashing instead. Set a breakpoint on objc_initializeAfterForkError to debug.
</code></pre>",,1,4,,2018-05-04 06:36:05.487 UTC,5,2019-01-30 04:13:13.183 UTC,,,,,5608734,1,22,python|multithreading|python-3.x,5342
i am getting com.android.volley.AuthFailureError while using google vision api to recognise text,52906415,i am getting com.android.volley.AuthFailureError while using google vision api to recognise text,"<p>Here is my vollyNetworking code</p>

<pre><code>public void callGoogleVisionAPI(JSONObject object) {
        progressBar.setVisibility(View.VISIBLE);
        RequestQueue requestQueue = Volley.newRequestQueue(context);
        String url = ""https://vision.googleapis.com/v1/images:annotate?key="" + CLOUD_VISION_API_KEY;
        JsonObjectRequest postRequest = new JsonObjectRequest(url, object,
                new Response.Listener&lt;JSONObject&gt;()
                {
                    @Override
                    public void onResponse(JSONObject response) {
                        // response
                    Log.e(""in"",""res"");
                        progressBar.setVisibility(View.GONE);
                        if(response!= null) {
                            String bCardText = getRelevantString(response);
                            try {
                                bCardText = bCardText.replace(""\n"", "" "");
                                obtainedText.setText(bCardText);
                            }catch (NullPointerException e){
                                e.printStackTrace();
                            }
                        } else{
                            Log.w(TAG, ""response is null"");
                        }
                    }
                },
                new Response.ErrorListener()
                {
                    @Override
                    public void onErrorResponse(VolleyError error) {
                        // error
                        progressBar.setVisibility(View.GONE);
                        Toast.makeText(context, ""Network error. Processing failed"", Toast.LENGTH_LONG).show();
                        Log.i(""error"", error.toString());
                    }
                }
        );
        postRequest.setRetryPolicy(new DefaultRetryPolicy(
                5000,
                DefaultRetryPolicy.DEFAULT_MAX_RETRIES,
                DefaultRetryPolicy.DEFAULT_BACKOFF_MULT));
        requestQueue.add(postRequest);
    }
</code></pre>

<p>here is my error</p>

<pre><code>Unexpected response code 403 for https://vision.googleapis.com/v1/images:annotate?key=MY_KEY

com.android.volley.AuthFailureError
</code></pre>

<p>Here my cloud console shows the exact amount of request so it means that my request is going to my console so what could be the problem?</p>",,0,0,,2018-10-20 13:53:39.687 UTC,,2018-10-20 13:53:39.687 UTC,,,,,9633929,1,0,java|android|android-studio|android-volley|google-vision,48
Microsoft Face API - different cameras problem,54212819,Microsoft Face API - different cameras problem,"<p>On my website I'm making login system by user's face. And I'm trying to verify person, who is member in <strong>largePersonGroup</strong> , has <strong>personId</strong> and five <strong>persistedFaceIds</strong> (i.e. he has shot five photos on his Samsung Galaxy s8 and for every photo he get persistedFaceId). Then he is trying to login to my website, by his Lenovo tablet, as he is making photo of his face by the camera of the tablet (Lenovo tab4 10 plus) and verifying that just shot photo with the photos he created earlier on his Samsung and here comes my problem. He can't login. Microsoft Face API doesn't recognize him.</p>

<p>My question is:</p>

<ul>
<li><strong>Is this a problem, because of photos. Where I'm using different
devices with different cameras. One device (Samsung) for shooting the person's photos and different device (Lenovo) for taking photo for verifying.</strong></li>
</ul>

<p>When I'm trying all this steps, with creating person with photos and verifying him, from one device my Lenovo tablet all is good, it recognizes him. But from different devices - can't.</p>",,0,1,,2019-01-16 08:18:48.817 UTC,,2019-01-16 08:18:48.817 UTC,,,,,7429425,1,0,microsoft-cognitive,37
Error when trying to reproduce Postman request (to send an image) on angular 7,54113520,Error when trying to reproduce Postman request (to send an image) on angular 7,"<p>I have built an application with the following architecture : </p>

<ul>
<li>Client : Angular 7</li>
<li>Back-end: Spring boot</li>
</ul>

<p>The aim is to take a screenshot of the user and compare it with a picture in a database, using AWS Rekognition API.
But I keep getting a CORS error</p>

<hr>

<ol>
<li>The front make a POST calls to the back (a REST api built with Spring) and send an image</li>
<li>The Back get the image and send it to AWSRekognition API (using AWS SDK) with the target image stored in a database</li>
<li>The AWS api send back the result</li>
<li>The Back Spring api send back to the front-end the result</li>
</ol>

<hr>

<ul>
<li><p>When I use Postman and keep the code which calls the AWS API: OK it works fine</p></li>
<li><p>When I try on my web browser and KEEP the AWS API call code : I get a CORS error
Here is the Postman screenshot : </p></li>
</ul>

<p>Here is the Angular code : 
picture.components.ts</p>

<pre><code>  /**
   * take picture from camera
   */
  takeSnap(){
this.canvas.getContext(""2d"").drawImage(this.video, 0, 0, 300, 300, 0, 0, 300, 300);

this.canvas.toBlob((res)=&gt;{
  console.log(res);
  let img: File ;
  img = res;

  if (this.selectedUserId!=null) {

    let authInfo = new FormData();

    authInfo.append(""image"" , new File([img], 'img')); 
    authInfo.append(""id"" , this.selectedUserId.toString()); 

    this.requestSer.identify(authInfo).subscribe((x)=&gt;{
      this.readVerifyResponse(x);
    });
  }
});


  }
</code></pre>

<p>Here is the request.service.ts</p>

<pre><code>export class RequestService {

 constructor(
    private http  : HttpClient,
    private globals: Globals
    ) { }

/**
 * Send image to veify identity
 * @param img File
 */
  identify(authInfo) : Observable&lt;File&gt;{
    return this.http.post&lt;File&gt;(this.globals.server_full+'rekognition/compareFaces' , authInfo);
  }
</code></pre>

<p>If someone can help me, that's would be super great,
Cheers
Alexis</p>",,0,6,,2019-01-09 15:35:36.933 UTC,0,2019-01-09 17:02:10.440 UTC,2019-01-09 17:02:10.440 UTC,,9014245,,9014245,1,0,angular|postman,36
Unity WWWForm unauthorized for azure,54110288,Unity WWWForm unauthorized for azure,"<p>I have to send an request with an image to Microsoft Azure Custom Vision with the header ""Prediciton-Key"" -> myKey  and the body should be an image (binary data).</p>

<p>First of all i tryed with postman and it works fine, but when i put it on Unity ,i get an error :401 Unauthorized.</p>

<p>Does anyone know why? (i put the api key as string)</p>

<pre><code>    WWWForm form = new WWWForm();
    form.headers.Add(""Prediction-Key"", ""xxxxxxxxxxxxxxxxxxxxxxxx"");
    form.AddBinaryData(""fileUpload"", texture.EncodeToPNG());

   UnityWebRequest req = UnityWebRequest.Post(link,form);

    yield return req.SendWebRequest();
</code></pre>",54117253,1,3,,2019-01-09 12:33:41.523 UTC,,2019-01-14 15:07:35.937 UTC,,,,,10849251,1,0,c#|forms|unity3d|networking|request,34
Microsoft Computer Vision OCR : Disable grouping text by regions,41562347,Microsoft Computer Vision OCR : Disable grouping text by regions,"<p>I've been using Microsoft Computer Vision to read receipts, trying to find an alternative to Abby's OCR as there is a substantial price difference.</p>

<p>The results I get are always grouped by regions. This obviously makes it much harder to identify the corresponding fields with their amounts. </p>

<p>Is there a way through Microsoft Vision or anyway at all that I can achieve the same aligned output as Abby's? </p>

<p>Here's an image with both results and the receipt </p>

<p>Ocr Results</p>

<p><a href=""https://i.stack.imgur.com/wWdBE.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/wWdBE.png"" alt=""enter image description here""></a></p>",,1,0,,2017-01-10 06:21:48.733 UTC,1,2017-05-03 03:44:32.763 UTC,2017-01-10 07:26:58.307 UTC,,6293599,,5771629,1,6,c#|service|ocr|microsoft-cognitive,698
Invalid api key when requesting for Google cloud Vision api in android app,44166139,Invalid api key when requesting for Google cloud Vision api in android app,"<p>Hello I'm trying to test out the google cloud vision api for my android app.
I enabled the api and created an OAuth 2.0 client ID and I'm using the sample code 
from google: <a href=""https://github.com/GoogleCloudPlatform/cloud-vision/blob/master/android/CloudVision/app/src/main/java/com/google/sample/cloudvision/MainActivity.java"" rel=""nofollow noreferrer"">https://github.com/GoogleCloudPlatform/cloud-vision/blob/master/android/CloudVision/app/src/main/java/com/google/sample/cloudvision/MainActivity.java</a></p>

<p>and here is the json resonse:</p>

<pre><code>{""code"": 400,

""errors"": [

{

""domain"": ""global"",

""message"": ""API key not valid. Please pass a valid API key."",

""reason"": ""badRequest""

}

],

""message"": ""API key not valid. Please pass a valid API key."",

""status"": ""INVALID_ARGUMENT""  }
</code></pre>

<p>I am pretty sure the api key provided is the one I am using.
What could I be doing wrong?</p>",44207864,1,0,,2017-05-24 18:33:33.877 UTC,,2017-05-26 18:15:32.967 UTC,,,,,7613290,1,0,android|api|key|google-cloud-platform,641
SSL Handshake Error while calling Visual Recognition in Watson,49067894,SSL Handshake Error while calling Visual Recognition in Watson,"<p>I am getting SSL Handshake error while trying to call Watson Visual Recognition Service through java. Any help will be highly appreciated.</p>

<pre><code>   public static void main(String[] args) throws FileNotFoundException    {
   VisualRecognition service = new VisualRecognition(VisualRecognition.VERSION_DATE_2016_05_20);
   service.setApiKey(""api_key"");

   InputStream imagesStream = new FileInputStream(""C:\\fruitbowl.jpg"");
   ClassifyOptions classifyOptions =
           new ClassifyOptions.Builder().imagesFile(imagesStream).imagesFilename(""fruitbowl.jpg"")
                   .parameters(
                           ""{\""classifier_ids\"": [\""fruits_1462128776\"", + \""SatelliteModel_6242312846\""],\""threshold\"": 0.6}"")
                   .build();
   ClassifiedImages result = service.classify(classifyOptions).execute();
   System.out.println(result);
    }}
</code></pre>

<blockquote>
  <p>Exception in thread ""main"" java.lang.RuntimeException: javax.net.ssl.SSLHandshakeException: Received fatal alert: handshake_failure<br>
     at com.ibm.watson.developer_cloud.service.WatsonService$1.execute(WatsonService.java:176)<br>
     at editcsvfile.csv.MainTest.main(MainTest.java:22)<br>
  Caused by: javax.net.ssl.SSLHandshakeException: Received fatal alert: handshake_failure</p>
</blockquote>",,0,3,,2018-03-02 11:07:51.393 UTC,2,2018-03-02 14:56:27.027 UTC,2018-03-02 14:56:27.027 UTC,,1813616,,1305448,1,0,java|ssl|ibm-watson|jdk1.6|watson,80
program type already present com.amazonaws.services.cognitoidentity.model.GetCredentialsForIdentityResult,51229325,program type already present com.amazonaws.services.cognitoidentity.model.GetCredentialsForIdentityResult,"<p>I got this error from logcat.</p>

<pre>
Program type already present: com.amazonaws.services.cognitoidentity.model.GetCredentialsForIdentityResult
Message{kind=ERROR, text=Program type already present: com.amazonaws.services.cognitoidentity.model.GetCredentialsForIdentityResult, sources=[Unknown source file], tool name=Optional.of(D8)}
</pre>

<p>and this is my build.gradle.</p>

<pre><code>apply plugin: 'com.android.application'

android {
    compileSdkVersion 28
    defaultConfig {
        applicationId ""com.example.yunjung.yunjung""
        minSdkVersion 23
        targetSdkVersion 28
        multiDexEnabled true
        versionCode 1
        versionName ""1.0""
        testInstrumentationRunner ""android.support.test.runner.AndroidJUnitRunner""
    }
    buildTypes {
        release {
            minifyEnabled false
            proguardFiles getDefaultProguardFile('proguard-android.txt'), 'proguard-rules.pro'
        }
    }
}

dependencies {
    implementation fileTree(include: ['*.jar'], dir: 'libs')

    implementation 'com.android.support:appcompat-v7:28.0.0-alpha3'
    implementation 'com.android.support.constraint:constraint-layout:1.1.2'

    testImplementation 'junit:junit:4.12'

    androidTestImplementation 'com.android.support.test:runner:1.0.2'
    androidTestImplementation 'com.android.support.test.espresso:espresso-core:3.0.2'

    implementation 'com.amazonaws:aws-java-sdk:1.11.361'
    implementation('com.amazonaws:aws-android-sdk-mobile-client:2.6.24@aar') { transitive = true }

    implementation 'com.amazonaws:aws-android-sdk-core:2.6.24'
    implementation 'com.amazonaws:aws-android-sdk-s3:2.6.24'
    implementation 'com.amazonaws:aws-android-sdk-ddb:2.6.24'
    implementation 'com.amazonaws:aws-android-sdk-rekognition:2.6.24'
}
</code></pre>",,0,1,,2018-07-08 06:08:16.760 UTC,,2018-07-08 06:20:51.440 UTC,2018-07-08 06:20:51.440 UTC,,2058133,,10044814,1,0,android|gradle|runtime-error,268
Faces indexed by iOS/Android app are not detected by Android/iOS App - AWS Rekognition,53003814,Faces indexed by iOS/Android app are not detected by Android/iOS App - AWS Rekognition,"<p>So I have been working on a product (Android First and then iOS) for a long time that index faces of people using AWS Rekognition and when they are again scanned later, it identifies them. 
It's working great when I index a face from an Android device and then try to search it with an Android device. But if I try to search it later on iOS app, it doesn't find it. Same is the result if I go other way round. Index with iOS, search with Android, not found.
The collection ID is same while indexing and searching on both devices. I couldn't figure out how is it possible that a face indexed by one OS type, same region, same collection, couldn't be found while on other device.</p>

<p>If anyone here could try and help me with the issue, please do. I'll be really thankful.</p>

<p>Update 1: I have called ""listCollections"" function on both iOS and android apps. Both of them are showing different list of collections. This is the issue. But I can't figure our why it is happening. The identity pool and region is same on both of them.</p>

<p>Here is my Android Code to access Rekognition:</p>

<pre><code>mCredentialsProvider = new CognitoCachingCredentialsProvider(
        mContext,
        ""us-east-2:xbxfxexf-x5x5-xax7-x9xf-x5x0xexfx1xb"", // Identity pool ID
        Regions.US_EAST_2 // Region
);

mUUID = UUID.randomUUID().toString().replace(""-"", """");

mAmazonS3Client = new AmazonS3Client(mCredentialsProvider);
mAmazonS3Client.setRegion(Region.getRegion(Regions.US_EAST_2));
mAmazonRekognitionClient = new AmazonRekognitionClient(mCredentialsProvider);

if(!mAmazonS3Client.doesBucketExist(mFacesBucket)) {
    mAmazonS3Client.createBucket(mFacesBucket);
}

Log.i(TAG, ""Uploading image to S3 Bucket"");
mAmazonS3Client.putObject(mFacesBucket, getS3ObjectName(), new File(data[0].toString()));
Log.i(TAG, ""Image Uploaded"");

Image image = new Image();
try {
    image.setBytes(ByteBuffer.wrap(Files.toByteArray(new File(data[0].toString()))));
} catch (IOException e) {
    e.printStackTrace();
}

Log.i(TAG, ""Indexing image"");
IndexFacesRequest indexFacesRequest =new IndexFacesRequest()
        .withCollectionId(mFacesCollection)
        .withImage(image)
        .withExternalImageId(mUUID)
        .withDetectionAttributes(""ALL"");

mAmazonRekognitionClient.indexFaces(indexFacesRequest);
</code></pre>

<p>Here is my iOS code to access Rekognition:</p>

<pre><code>func uploadToCollection(img: UIImage)
    {
        let myIdentityPoolId=""us-east-2:xbxfxexf-x5x5-xax7-x9xf-x5x0xexfx1xb""

        let credentialsProvider = AWSCognitoCredentialsProvider(regionType: .USEast2, identityPoolId: myIdentityPoolId)
        //store photo in s3()
        let configuration = AWSServiceConfiguration(region: .USEast2, credentialsProvider: credentialsProvider)

        AWSServiceManager.default().defaultServiceConfiguration = configuration
        rekognitionClient = AWSRekognition.default()

        guard let request = AWSRekognitionIndexFacesRequest() else
        {
            puts(""Unable to initialize AWSRekognitionindexFaceRequest."")
            return
        }
        var go=false
        request.collectionId = ""i_faces"" + self.firebaseID.lowercased() //here iosCollection will be replaced by firebase Current UserID
        request.detectionAttributes = [""ALL"", ""DEFAULT""]
        request.externalImageId = self.UUID //this should be mUUID, passed as parameter to this function
        let sourceImage = img
        let image = AWSRekognitionImage()
        image!.bytes = sourceImage.jpegData(compressionQuality: 0.7)
        request.image = image
        self.rekognitionClient.indexFaces(request) { (response:AWSRekognitionIndexFacesResponse?, error:Error?) in
            if error == nil
            {
                print(""Upload to Collection Complete"")
            }
            go=true
            return
        }
        while(go==false){}
    }
</code></pre>",53128782,2,0,,2018-10-26 07:42:52.830 UTC,,2018-11-03 05:51:14.677 UTC,2018-10-30 16:13:21.407 UTC,,4395264,,4395264,1,2,android|ios|amazon-web-services|aws-sdk|amazon-rekognition,149
Extracting badly formatted text from a PDF,55997760,Extracting badly formatted text from a PDF,"<p>I'm trying to extract some entries from a PDF, but the bad formatting is making it inconvenient to simply parse through like a normal document. There isn't any consistent positioning for the text, so each entry is a unique scramble with no consistent pattern I can find. I only want the entry name and the info on the right, not the field name or description.</p>

<p><a href=""https://i.stack.imgur.com/tuTCS.png"" rel=""nofollow noreferrer"" title=""An image of the PDF I&#39;m trying to extract data from in the original format""><img src=""https://i.stack.imgur.com/tuTCS.png"" alt=""An image of the PDF I&#39;m trying to extract data from in the original format"" title=""An image of the PDF I&#39;m trying to extract data from in the original format""></a></p>

<p>I've tried experimenting with headers and layout info using the PyPDF2 Module but there doesn't seem to be any metadata for the PDF besides basic author info.</p>

<p>My idea was using the Google Cloud Vision API to transcribe the text, but that brings up issues of auto-positioning.</p>

<p>Does anyone know of a better methodology for this, or if not, simply how to execute the positioning for the Cloud Vision API?</p>",,0,0,,2019-05-06 01:16:54.547 UTC,,2019-05-06 04:49:00.953 UTC,2019-05-06 04:49:00.953 UTC,,1729265,,11296201,1,0,python-3.x|pdf,22
Blur people from 1000+ images,50250154,Blur people from 1000+ images,"<p>I need to anonymize people (and maybe later license plates) from thousand images automatic.</p>

<p>I search through the internet to make a solution on my own with openCV/emguCV, but so far the detection rate is rather bad.</p>

<p>Then I came across Amazon Rekognition, which also looks good but has a steep learning curve for me.</p>

<p>I am somewhat confused that there is no software out there to anonymize pictures without userinput, I though in the age of StreetView this would be easier.</p>

<p>Am I missing something out here?</p>",,1,0,,2018-05-09 09:39:53.650 UTC,1,2018-05-09 10:01:27.120 UTC,,,,,5148451,1,0,opencv|image-processing|amazon-rekognition,58
How to capture a photo and using Google Vision API translate it to text?,52081400,How to capture a photo and using Google Vision API translate it to text?,"<p>The application only able to translate the image to text with using res/drawable image but i need to create an application that able to capture a photo and display it on ImageView and let the google vision api to translate the image to text. Can anyone tell me how to do it or other way to do it.</p>

<pre><code>ImageView imgView;
Button btnCamera, btnTranslate;
TextView txtResult;

@Override
protected void onCreate(Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    setContentView(R.layout.activity_main);

    imgView = findViewById(R.id.imgView);
    btnCamera = findViewById(R.id.btnCamera);
    btnTranslate = findViewById(R.id.btnTranslate);
    txtResult = findViewById(R.id.txtResult);

    btnCamera.setOnClickListener(new View.OnClickListener() {
        @Override
        public void onClick(View v) {
            Intent cameraMode = new Intent(MediaStore.ACTION_IMAGE_CAPTURE);
            startActivityForResult(cameraMode,0);
        }
    });

    btnTranslate.setOnClickListener(new View.OnClickListener() {
        @Override
        public void onClick(View v) {
            Bitmap bitmap = BitmapFactory.decodeResource(getApplicationContext().getResources(),R.id.imgView);

            TextRecognizer textRecognizer = new TextRecognizer.Builder(getApplicationContext()).build();

            if(textRecognizer.isOperational())
            {
                Frame frame = new Frame.Builder().setBitmap(bitmap).build();
                SparseArray&lt;TextBlock&gt; items = textRecognizer.detect(frame);
                StringBuilder stringBuilder = new StringBuilder();

                for(int i = 0; i &lt; items.size(); i++)
                {
                    TextBlock myItem = items.valueAt(i);
                    stringBuilder.append(myItem.getValue());
                    stringBuilder.append(""\n"");
                }

                txtResult.setText(stringBuilder.toString());
            }
            else
            {
                Toast.makeText(MainActivity.this,""Failed to get the text from image!"",Toast.LENGTH_SHORT).show();
            }
        }
    });


}



@Override
protected void onActivityResult(int requestCode, int resultCode, @Nullable Intent data) {
    super.onActivityResult(requestCode, resultCode, data);

    Bitmap bitmap = (Bitmap) data.getExtras().get(""data"");
    imgView.setImageBitmap(bitmap);
}
</code></pre>

<p>}</p>",,0,0,,2018-08-29 15:41:59.583 UTC,0,2018-08-29 15:41:59.583 UTC,,,,,7859973,1,0,java|android|api|ocr,32
"Undefined is not a constructor: AWS.Comprehend, aws JavaScript SDK",52163842,"Undefined is not a constructor: AWS.Comprehend, aws JavaScript SDK","<p>I´m trying to use the Amazon Comprehend API via aws JavaScript SDK. But I always get</p>

<blockquote>
  <p>Uncaught (in promise): TypeError: undefined is not a constructor
  (evaluating 'new AWS.Comprehend...</p>
</blockquote>

<p>' What I´m doing wrong? Thank you so much.</p>

<p>All other services e.g. Polly and Rekognition are working well.</p>

<pre><code> import * as AWS from 'aws-sdk';

 ....

 getTextAnalysis(textToAnalyze) {

   let awsCredentials = new AWS.Credentials(""XXXXXXXXXXX"", ""XXXXXXXXX"");
   let settings = {
       awsCredentials: awsCredentials,
       awsRegion: ""us-west-2""
   }

   AWS.config.credentials = settings.awsCredentials;
   AWS.config.region = settings.awsRegion;

   let sentimentAnalysis = new Promise(function (successCallback, errorCallback) {
     var comprehend = new AWS.Comprehend({apiVersion: '2017-11-27'});
     var params = {
          LanguageCode: 'en',
          Text: textToAnalyze
        }

     comprehend.detectSentiment(params, function (error, data) {
         if (error) {
             errorCallback(error)
         } else {
             console.log('comprehend: ' + JSON.stringify(data))
             successCallback(data)
         }
     });

 });

 return sentimentAnalysis;

 }
</code></pre>",53734675,1,2,,2018-09-04 10:07:58.443 UTC,0,2018-12-12 01:10:32.293 UTC,,,,,3542250,1,2,amazon-web-services|typescript|aws-sdk,185
Do you need internet connection to use Amazon rekognition or can it be used in offline app?,50417917,Do you need internet connection to use Amazon rekognition or can it be used in offline app?,<p>I would like to make an app that can utilize facial recognition from Amazon rekognition (AWS). Is internet connection required to use Amazon rekognition? </p>,50420766,2,1,,2018-05-18 19:16:19.520 UTC,,2018-05-24 13:50:47.870 UTC,2018-05-19 00:42:28.637 UTC,,174777,,9802437,1,0,amazon-web-services|amazon-rekognition,331
IBM Cloud Watson Visual Recognition image classification.. Error in uploading file,52419957,IBM Cloud Watson Visual Recognition image classification.. Error in uploading file,"<p>Through my IBM Cloud account, I have registered a Watson Visual Recognition service.
Then I tried using their API to upload an image '<code>fruitbowl.jpg</code>' to my bucket associated with this service and then get some analysis on that image.</p>

<p>I have tried the code available at <a href=""https://dataplatform.cloud.ibm.com/analytics/notebooks/v2/ee1d0b44-0fce-4cf6-8545-e1dc961d0668/view?access_token=c0489b861ab65f63be7e3c5ce962003a2a0197660e67ecb140c477c2e11b5fe3"" rel=""nofollow noreferrer"">link</a></p>

<p>Till the API and bucket validation, code works fine but throws error </p>

<pre><code>""`FileNotFoundError: [Errno 2] No such file or directory: 'fruitbowl.jpg'"" at: 

cos.upload_file(Filename='fruitbowl.jpg',Bucket=credentials['BUCKET'],Key='fruitbowl.jpg')
</code></pre>

<p>I can see that this file is available in my bucket.</p>

<p>Code:</p>

<pre><code>from ibm_botocore.client import Config
    import ibm_boto3
    def download_file_cos( credentials, local_file_name, key ):
        cos = ibm_boto3.client( service_name            = 's3',
                                ibm_api_key_id          = credentials['IBM_API_KEY_ID'],
                                ibm_service_instance_id = credentials['IAM_SERVICE_ID'],
                                ibm_auth_endpoint       = credentials['IBM_AUTH_ENDPOINT'],
                                config=Config(signature_version = 'oauth'),
                                endpoint_url            = credentials['ENDPOINT'] )
        try:
            cos.upload_file( Filename='fruitbowl.jpg',Bucket=credentials['BUCKET'],Key='fruitbowl.jpg')
        except Exception as e:
            print( Exception, e )
        else:
            print( 'File Downloaded' ) 
</code></pre>

<p>My current directory for IBM cloud notebook is </p>",,0,4,,2018-09-20 07:37:16.783 UTC,,2018-09-20 08:07:40.180 UTC,2018-09-20 08:07:40.180 UTC,,4923755,,7265885,1,0,ibm-cloud|visual-recognition,64
